qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q97096762,Karnataka,,,"Mahalingeshwara Temple, Mysore",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahalingeshwara%20Temple-B.See.Halli-Mysore-Karnataka-S-KA-568-15.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahalingeshwara%20Temple-B.See.Halli-Mysore-Karnataka-S-KA-568-15.jpg?width=640,CC BY-SA 4.0,Mallikarjunasj,,S-KA-568
Q97096778,Karnataka,,,"Amrutheshwara Temple, Mysore",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Amrutheswara%20Temple%20Dewans%20Road%20Mysuru.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Amrutheswara%20Temple%20Dewans%20Road%20Mysuru.jpg?width=640,CC BY-SA 4.0,Basavaraj M,,S-KA-584
Q97096782,Karnataka,12.327071,76.612152,"Yoganarasimhaswamy Temple, Mysore",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Yoganarasimhaswamy%20Temple.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Yoganarasimhaswamy%20Temple.jpg?width=640,,,,S-KA-587
Q97096876,Karnataka,,,Bheemeshwara Swamy Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bheemeshwara%20Temple%2C%20Kote%20road%2C%20Shimoga.jpg?width=640,,,,,,,State Protected Monument,,"Bheemeshwara Temple, Shimoga",,http://commons.wikimedia.org/wiki/Special:FilePath/Bheemeshwara%20Temple%2C%20Kote%20road%2C%20Shimoga.jpg?width=640,CC BY-SA 3.0,Chidambara,,S-KA-660
Q97096880,Karnataka,13.167340,76.663675,"Gangadhareshwara Temple, Tumkur",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gangadeshvara%20Temple%20at%20Turvekere.JPG?width=640,,,,,,,State Protected Monument,,"Gangadeshvara temple, Turuvekere",,http://commons.wikimedia.org/wiki/Special:FilePath/Gangadeshvara%20Temple%20at%20Turvekere.JPG?width=640,CC BY-SA 3.0,Dineshkannambadi,,S-KA-664
Q97096896,Karnataka,,,"Balalingeshwara Temple, Tumkur",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20Entrance%20to%20Temple.jpg?width=640,,,,,,,State Protected Monument,,Balalingeshwara Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20Entrance%20to%20Temple.jpg?width=640,,,,S-KA-675
Q97100889,Madhya Pradesh,,,Chausath Yogini Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chausath%20Yogini%20Temple-Chhatarpur%20district-Madhya%20Pradesh-IMG%2020190210%20152427.jpg?width=640,,,,,,,State Protected Monument,,"Chausath Yogini Temple, Chhatarpur",,http://commons.wikimedia.org/wiki/Special:FilePath/Chausath%20Yogini%20Temple-Chhatarpur%20district-Madhya%20Pradesh-IMG%2020190210%20152427.jpg?width=640,CC BY-SA 4.0,User unknownperson,,S-MP-46
Q97101178,Madhya Pradesh,,,Pachmatha Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pachmatha%20Temple.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pachmatha%20Temple.jpg?width=640,,,,S-MP-123
Q97101186,Madhya Pradesh,22.250445,76.148083,"Gauri Somnath Temple, Omkareshwar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0102621%20Gauri%20Somnath%20temple%2C%20Omkareswar%20Madhya%20Pradesh%20018.jpg?width=640,,,,,,,State Protected Monument,,"Gauri Somnath Temple, Omkareshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/0102621%20Gauri%20Somnath%20temple%2C%20Omkareswar%20Madhya%20Pradesh%20018.jpg?width=640,CC0,Ms Sarah Welch,,S-MP-131
Q97101363,Madhya Pradesh,,,Bilpakeshwar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bilpakeshwar%20Temple.%20jpg.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bilpakeshwar%20Temple.%20jpg.jpg?width=640,CC BY-SA 4.0,Shekhar Pandit,,S-MP-196
Q97101375,Madhya Pradesh,,,Kudhiya Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kudhiya%20Temple.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kudhiya%20Temple.jpg?width=640,CC BY-SA 3.0,Blessedapples,,S-MP-202
Q97101418,Madhya Pradesh,,,Harsiddhi Devi Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harsidhi%20Devi%20Sagar.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Harsidhi%20Devi%20Sagar.jpg?width=640,CC BY-SA 4.0,Vijay Tiwari09,,S-MP-229
Q97101452,Madhya Pradesh,25.352778,78.630833,Lakshmi Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Laxmi%20Mandir%20at%20Orchha.jpg?width=640,,,,,,,State Protected Monument,,Lakshmi temple (Orchha),,http://commons.wikimedia.org/wiki/Special:FilePath/Laxmi%20Mandir%20at%20Orchha.jpg?width=640,CC BY-SA 4.0,Rajasekaran Ramakrishnan,,S-MP-256
Q97101560,Madhya Pradesh,,,Chamunda Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/CHAMUDA%20MATA.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/CHAMUDA%20MATA.jpg?width=640,CC BY-SA 4.0,Sunil Ujjain,,S-MP-307
Q97101561,Madhya Pradesh,,,Kalka Mata Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/GARH%20KALIKA%20OVERVIEW.jpg?width=640,,,,,,,State Protected Monument,,"Garh Kalika temple, Ujjain",,http://commons.wikimedia.org/wiki/Special:FilePath/GARH%20KALIKA%20OVERVIEW.jpg?width=640,CC BY-SA 4.0,Sunil Ujjain,,S-MP-308
Q97101562,Madhya Pradesh,,,Tilakeshwar Mahadeva Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/TILAKESHWAR.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/TILAKESHWAR.jpg?width=640,,,,S-MP-309
Q97101563,Madhya Pradesh,,,Ramjanardan Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Inside%20the%20temple.jpg?width=640,,,,,,,State Protected Monument,,Ram Janardan temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Inside%20the%20temple.jpg?width=640,CC BY-SA 3.0,Yogesh2607,,S-MP-310
Q97101579,Madhya Pradesh,,,Chhoti Madagan,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Neelkantheshwar%20Mahadev%20udaypur%20Vidisha.jpg?width=640,,,,,,,State Protected Monument,,"Neelkantheshwar Temple, Vidisha",,http://commons.wikimedia.org/wiki/Special:FilePath/Neelkantheshwar%20Mahadev%20udaypur%20Vidisha.jpg?width=640,,,,S-MP-325
Q97101581,Madhya Pradesh,,,Kaladeva (Kalyanrao Temple),,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Outer%20view%20of%20Siddh%20baba%20Gufa.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Outer%20view%20of%20Siddh%20baba%20Gufa.jpg?width=640,,,,S-MP-326
Q97119230,Chhattisgarh,19.212310,81.932757,"Shiva Temple, Bastar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/0011122%20Bastar%20Shiv%20Temple%20Chhattisgarh%20027.jpg?width=640,,,,,,,State Protected Monument,,"Mahadev temple, Bastar",,http://commons.wikimedia.org/wiki/Special:FilePath/0011122%20Bastar%20Shiv%20Temple%20Chhattisgarh%20027.jpg?width=640,CC0,Ms Sarah Welch,,S-CT-2
Q97119238,Chhattisgarh,21.901222,81.975528,Dhumnath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sargaon%20Dhoomnath%20Dhumeswari%20temple%20Chhattisgarh%20-%2070.jpg?width=640,,,,,,,State Protected Monument,,"Dhumnath Dhumeshwari temple, Sargaon",https://upload.wikimedia.org/wikipedia/commons/6/6f/Sargaon_Dhoomnath_Dhumeswari_temple_Chhattisgarh_-_1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6f/Sargaon_Dhoomnath_Dhumeswari_temple_Chhattisgarh_-_1.jpg,,,https://en.wikipedia.org/wiki/Dhumnath_Temple,S-CT-10
Q97119248,Chhattisgarh,21.568378,81.317348,Ghughusraja Temple,"घुघुसराजा मंदिर,देवकर,दुर्ग",,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ghughusraja.jpg?width=640,,,,,,,State Protected Monument,,Ghughusraja Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Ghughusraja.jpg?width=640,CC BY-SA 4.0,Laxminarayan yadav,,S-CT-20
Q97119251,Chhattisgarh,20.737530,81.210840,Kapileswar Temple Group and Baori,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kapileswar%20Shiva%20Temple%20Group%20and%20Baori-BALOD-CHHATTISGARH-DSC001.jpg?width=640,,,,,,,State Protected Monument,,Kapileswar Shiva Temple Group,,http://commons.wikimedia.org/wiki/Special:FilePath/Kapileswar%20Shiva%20Temple%20Group%20and%20Baori-BALOD-CHHATTISGARH-DSC001.jpg?width=640,CC BY-SA 4.0,Tanvirkhan89,,S-CT-22
Q97119253,Chhattisgarh,20.765430,81.148800,Kukurdev Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/KUKURDEV%20TEMPLE-DUDHALI-CHHATTISGARH-DSC001.jpg?width=640,,,,,,,State Protected Monument,,Kukurdev temple,,http://commons.wikimedia.org/wiki/Special:FilePath/KUKURDEV%20TEMPLE-DUDHALI-CHHATTISGARH-DSC001.jpg?width=640,CC BY-SA 4.0,Tanvirkhan89,,S-CT-24
Q97119258,Chhattisgarh,,,Shiva Temple Chaturbhuji Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shiva%20Temple%20Chaturbhuji%20Temple-SANKRA-CHHATTISGARH-DSC003.jpg?width=640,,,,,,,State Protected Monument,,"Shiva temple, Chaturbhuji temple, Sankra",,http://commons.wikimedia.org/wiki/Special:FilePath/Shiva%20Temple%20Chaturbhuji%20Temple-SANKRA-CHHATTISGARH-DSC003.jpg?width=640,,,,S-CT-28
Q97119498,Rajasthan,26.952850,75.826840,Charan Mandir,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Charan%20Mandir.jpg?width=640,,,,,,,State Protected Monument,,Charan Mandir,,http://commons.wikimedia.org/wiki/Special:FilePath/Charan%20Mandir.jpg?width=640,CC BY-SA 4.0,Manojmeena,,S-RJ-101
Q97119504,Rajasthan,26.917111,75.852306,Sun Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sun%20Temple%20Galta%20ji.JPG?width=640,Surya,,,,,,State Protected Monument,,"Sun Temple, Galta Hill",,http://commons.wikimedia.org/wiki/Special:FilePath/Sun%20Temple%20Galta%20ji.JPG?width=640,,,,S-RJ-107
Q97119518,Rajasthan,26.989821,75.849879,Sun Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Amber.-%20Sun%20Temple%20complex.jpg?width=640,,,,,,0954-01-01T00:00:00Z,Monument of National Importance,,"Sun Temple, Amber",,http://commons.wikimedia.org/wiki/Special:FilePath/Amber.-%20Sun%20Temple%20complex.jpg?width=640,CC BY-SA 4.0,Pierre André Leclercq,,N-RJ-79
Q97119629,Rajasthan,,,"Meera Temple, Ahar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Meera%20Temple%20Ahar%20Udaipur.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Meera%20Temple%20Ahar%20Udaipur.jpg?width=640,CC BY-SA 4.0,AnkitM12,,S-RJ-214
Q97119730,Manipur,,,Temple of Sanamahi,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanamahi%20Temple%20Imphal.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanamahi%20Temple%20Imphal.jpg?width=640,,,,S-MN-18
Q97123971,Goa,,,Shri Nagesh Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shri%20Nagesh%20Temple.jpg?width=640,,,,,,,State Protected Monument,,Shri Nagesh Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Shri%20Nagesh%20Temple.jpg?width=640,,,,S-GA-26
Q97123972,Goa,,,Shri Kamakshi Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kamakshi%20Temple%2CPonda.jpg?width=640,,,,,,,State Protected Monument,,Shri Kamakshi Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Kamakshi%20Temple%2CPonda.jpg?width=640,CC BY-SA 4.0,Gaurav.gawand,,S-GA-27
Q97123974,Goa,,,"Shri Chandreshwar Bhoothnath Temple, Paroda",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shree%20Chandreshwar%20Bhootnath%20Temple.jpg?width=640,,,,,,,State Protected Monument,,"Shri Chandreshwar Bhoothnath Temple, Paroda",,http://commons.wikimedia.org/wiki/Special:FilePath/Shree%20Chandreshwar%20Bhootnath%20Temple.jpg?width=640,,,,S-GA-28
Q97124018,Goa,15.500368,73.897335,Church of St. Peter,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20peter.JPG?width=640,,,,,,,State Protected Monument,,"Church of St. Peter, Tiswadi",,http://commons.wikimedia.org/wiki/Special:FilePath/St.%20peter.JPG?width=640,,,,S-GA-45
Q97124023,Goa,,,Chapel of St. Jeronimus,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ermida%20de%20S%C3%A3o%20Jer%C3%B3nimo%20%28Hermitage%20of%20St.%20Jerome%29%2C%20also%20known%20as%20the%20Chapel%20of%20St.%20Jerome%2C%20and%20popularly%20known%20as%20Compro%20by%20Chor%C3%A3o%20islanders%2C%20is%20a%20historic%20Roman%20Catholic%20chapel%20built%20in%201761%20on%20the%20island%20of%20Chor%C3%A3o.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ermida%20de%20S%C3%A3o%20Jer%C3%B3nimo%20%28Hermitage%20of%20St.%20Jerome%29%2C%20also%20known%20as%20the%20Chapel%20of%20St.%20Jerome%2C%20and%20popularly%20known%20as%20Compro%20by%20Chor%C3%A3o%20islanders%2C%20is%20a%20historic%20Roman%20Catholic%20chapel%20built%20in%201761%20on%20the%20island%20of%20Chor%C3%A3o.jpg?width=640,CC BY-SA 4.0,Derekdsouza11 goa,,S-GA-49
Q97124105,Uttar Pradesh,26.934597,78.542382,Bateshwarnath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/UP%20monuments%20and%20temples.jpg?width=640,Shiva,,,,,,State Protected Monument,,Bateshwarnath Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/UP%20monuments%20and%20temples.jpg?width=640,,,,S-UP-1
Q97124166,Uttar Pradesh,25.592678,80.070881,Rani Lakshmibai Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Rani%20Lakshmibai%20Temple%2001.jpg?width=640,,,,,,,State Protected Monument,,Rani Lakshmibai Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Rani%20Lakshmibai%20Temple%2001.jpg?width=640,,,,S-UP-26
Q97124181,Uttar Pradesh,27.331260,78.191018,Shiva Temple at Tikaitrai,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20near%20bithoor%20ghat.jpg?width=640,Shiva,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Temple%20near%20bithoor%20ghat.jpg?width=640,,,,S-UP-32
Q97124518,Uttar Pradesh,,,Sarnath Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sarnath%20temple%20varanasi.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sarnath%20temple%20varanasi.jpg?width=640,,,,S-UP-102
Q97142772,Maharashtra,18.987662,75.768161,Kankaleshwar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kankaleshwar%20Temple.jpg?width=640,Shiva,,,,,,State Protected Monument,,Kankaleshwar Temple,https://upload.wikimedia.org/wikipedia/commons/a/a6/Kankaleshwar_temple_beed.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Kankaleshwar_temple_beed.jpg,Public domain,Atozxyz at English Wikipedia,https://en.wikipedia.org/wiki/Kankaleshwar_Temple,S-MH-50
Q97142878,Maharashtra,20.008151,73.789969,"Sundar Narayan Temple, Nashik",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sundar%20Narayan%20Temple.jpg?width=640,,,,,,,State Protected Monument,,"Sundar Narayan Temple, Nashik",,http://commons.wikimedia.org/wiki/Special:FilePath/Sundar%20Narayan%20Temple.jpg?width=640,,,,S-MH-166
Q97142879,Maharashtra,20.006389,73.792222,Neelkantheshwar Mahadeva temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Neelkantheswar%20Temple%2C%20Nasik.jpg?width=640,,,,,,,State Protected Monument,,Neelkantheswar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Neelkantheswar%20Temple%2C%20Nasik.jpg?width=640,,,,S-MH-167
Q97142883,Maharashtra,20.345556,74.250278,Renuka Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Renuka%20Temple%20Chandwad.jpg?width=640,,,,,,,State Protected Monument,,"Renuka Mata Temple, Chandwad",,http://commons.wikimedia.org/wiki/Special:FilePath/Renuka%20Temple%20Chandwad.jpg?width=640,,,,S-MH-171
Q97142913,Maharashtra,18.521180,73.863323,Nageshwar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nageshwar%20Temple%2C%20Pune.jpg?width=640,Shiva,,,,,,PMC Heritage Grade I; State Protected Monument,,"Nageshwar Temple, Pune",,http://commons.wikimedia.org/wiki/Special:FilePath/Nageshwar%20Temple%2C%20Pune.jpg?width=640,CC BY-SA 4.0,DesiBoy101,,S-MH-204
Q97142914,Maharashtra,19.240484,73.721752,Kukadeshwar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kukadeshwar%20Temple%2001.jpg?width=640,Shiva,,,,,,State Protected Monument,,Kukadeshwar Temple,https://upload.wikimedia.org/wikipedia/commons/9/9d/Kukadeshwar_Temple_01.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Kukadeshwar_Temple_01.jpg,CC BY-SA 4.0,Mangesh Borse,https://en.wikipedia.org/wiki/Kukdeshwar_Temple,S-MH-205
Q97142945,Maharashtra,18.321915,76.141966,Uttaraeshwar temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Uttareshwar%20Temple.%20Ter.Maharashtra.jpg?width=640,,,,,,,State Protected Monument,,Uttareshwar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Uttareshwar%20Temple.%20Ter.Maharashtra.jpg?width=640,,,,S-MH-239
Q97143350,Telangana,18.311444,79.876261,Reddygudi temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/REDDY%20GUDI%2003.jpg?width=640,,,,,,,State Protected Monument,,Reddygudi temple,,http://commons.wikimedia.org/wiki/Special:FilePath/REDDY%20GUDI%2003.jpg?width=640,,,,S-AP-488
Q97144441,Tamil Nadu,10.904622,78.670823,Pachil Amaleeswarar  Sivankoil,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-55%20Pachil%20Amaleeswarar%20Gopurapatti%20Trichy.jpg?width=640,,,,,,,State Protected Monument,,Amaleeswarar temple,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-55%20Pachil%20Amaleeswarar%20Gopurapatti%20Trichy.jpg?width=640,,,,S-TN-55
Q97144443,Tamil Nadu,10.823659,78.637434,Agastheeswarar koil,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-56%20Agastheesvarar%20Perungudi%20Trichy.jpg?width=640,,,,,,,State Protected Monument,,"Agastheeswarar koil, Tiruchirappalli",,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-56%20Agastheesvarar%20Perungudi%20Trichy.jpg?width=640,,,,S-TN-56
Q97144535,Tamil Nadu,10.763275,78.771043,Kailayamudaiyar Koil,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-58%20Kailayamudaiyar%20Cholamadevi%20Trichy.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-58%20Kailayamudaiyar%20Cholamadevi%20Trichy.jpg?width=640,,,,S-TN-58
Q97144574,Tamil Nadu,11.917288,79.685133,Sivankoil (Thirunareeswarar Temple),,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kandamangalam%20Thirunareeswarar%20Temple.jpg?width=640,,,,,,,State Protected Monument,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kandamangalam%20Thirunareeswarar%20Temple.jpg?width=640,CC BY 4.0,Gowtham Sampath,,S-TN-77
Q97144580,Tamil Nadu,11.862423,79.439337,Tirumoolanathar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-80%20Tirumoolanathar%20Perangiyur%20Villupuram.jpg?width=640,,,,,,,State Protected Monument,,"Tirumoolanathar Temple, Villupuram",,http://commons.wikimedia.org/wiki/Special:FilePath/S-TN-80%20Tirumoolanathar%20Perangiyur%20Villupuram.jpg?width=640,,,,S-TN-80
Q97147335,Dadra and Nagar Haveli and Daman and Diu,20.407458,72.830775,Ruined Church,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dominican%20Monastery%201.jpg?width=640,,,,,,,Monument of National Importance,,"Dominican Monastery, Daman",,http://commons.wikimedia.org/wiki/Special:FilePath/Dominican%20Monastery%201.jpg?width=640,CC BY-SA 4.0,Sunil Jose,,N-DD-8
Q97147338,Dadra and Nagar Haveli and Daman and Diu,20.402856,72.832006,The Church of Our Lady of Remedios,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Church%20of%20Our%20Lady%20of%20Remedios%20Exterior%20in%20Daman.jpg?width=640,,,,,,,Monument of National Importance,,Church of Our Lady of Remedios,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Church%20of%20Our%20Lady%20of%20Remedios%20Exterior%20in%20Daman.jpg?width=640,,,,N-DD-10
Q97147580,Odisha,20.566667,86.016667,Pancha Pandava temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pancha%20Pandava%20temple.jpg?width=640,,,,,,,Monument of National Importance,,Pancha Pandava temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Pancha%20Pandava%20temple.jpg?width=640,,,,N-OR-13
Q97147582,Odisha,20.333333,85.400000,Durga temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Durga%20temple%20Baideswsr.%20jpg.jpg?width=640,,,,,,,Monument of National Importance,,"Durga temple, Baideswar",,http://commons.wikimedia.org/wiki/Special:FilePath/Durga%20temple%20Baideswsr.%20jpg.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-17
Q97147586,Odisha,20.352585,85.518814,Mahimamani Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahimamani%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,Mahimamani Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahimamani%20Temple.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-16
Q97147604,Odisha,20.866667,84.300000,Temple of Nilamadhava and Sidheswara,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Charisambhu.jpg?width=640,,,,,,,Monument of National Importance,,Temple of Nilamadhava and Sidheswara,,http://commons.wikimedia.org/wiki/Special:FilePath/Charisambhu.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-6
Q97147606,Odisha,20.800000,84.333333,"Paschima Somnatha, Bhubanesvara and Kapilesvara temples",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Paschima%20Somanath.jpg?width=640,,,,,,,Monument of National Importance,,"Paschima Somnatha, Bhubanesvara and Kapilesvara temples",,http://commons.wikimedia.org/wiki/Special:FilePath/Paschima%20Somanath.jpg?width=640,,,,N-OR-5
Q97147616,Odisha,,,Bakeswar temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhaskeswar%20Temple.JPG?width=640,,,,,,,Monument of National Importance,,Bakeswar temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhaskeswar%20Temple.JPG?width=640,CC BY-SA 3.0,Radeeh,,N-OR-51
Q97147638,Odisha,20.250000,85.833333,Sisiresvara temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vaitala%20n%20sisireswara.jpg?width=640,,,,,,,Monument of National Importance,,Sisiresvara Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Vaitala%20n%20sisireswara.jpg?width=640,,,,N-OR-65
Q97147703,Odisha,,,Daksha Prajapati temple,,,,,,,ଦକ୍ଷ ପ୍ରଜାପତି ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Daksha%20Prajapati%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,"Daksha Prajapati Temple, Banapur",,http://commons.wikimedia.org/wiki/Special:FilePath/Daksha%20Prajapati%20Temple.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-44
Q97147711,Odisha,20.828993,86.339760,Trilochaneswar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Trilochaneswar%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,Trilochaneswar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Trilochaneswar%20Temple.jpg?width=640,,,,N-OR-40
Q97147717,Odisha,20.900000,85.633333,Kapileswar Mahadev Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kapileswar%20Mahadev%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,Kapileswar Mahadev Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Kapileswar%20Mahadev%20Temple.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-20
Q97147721,Odisha,20.800000,85.666667,Annakoteswar Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Annakoteswar%20Temple.jpg?width=640,,,,,,,Monument of National Importance,,Annakoteswar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Annakoteswar%20Temple.jpg?width=640,CC BY-SA 4.0,Anup525,,N-OR-23
